SKU,Price API,Price Shopify,Quantity
P43074,16.75,23.32,0
P43090,10.59,14.81,10
P43091,18.35,25.52,4
P43092,18.35,25.52,4
P43094,19.35,26.90,10
P43113,5.87,8.30,10
P43117,24.72,34.31,0
P43118,24.72,34.31,0
P43130,17.67,24.58,6
P43132,17.67,24.58,4
P43133,17.67,24.58,2
P43135,17.67,24.58,2
P43136,8.87,12.44,10
P43147,17.14,23.85,4
P43152,6.4,9.03,10
P43153,13.8,19.24,9
P43154,13.8,19.24,5
P43155,45.13,62.48,2
P43156,45.13,62.48,1
P43161,15.92,22.17,4
P43162,15.92,22.17,4
P43163,17.14,23.85,6
P43167,36.11,50.03,9
P43169,36.11,50.03,0
P43171,36.11,50.03,3
P43172,36.11,50.03,4
P43173,13.8,19.24,10
P43174,13.8,19.24,0
P43175,13.8,19.24,3
P43176,36.11,50.03,4
P43177,40.54,56.15,4
P43180,31.95,44.29,0
P43181,19.79,27.51,0
P43182,19.79,27.51,1
P43183,19.02,26.45,1
P43218,16.56,23.05,5
P43220,16.56,23.05,0
P43236,19.02,26.45,0
P43238,40.54,56.15,0
P43243,3.87,5.54,10
P43248,37.48,51.92,4
P43250,39.07,54.12,4
P43252,13.4,18.69,10
P43258,7.06,9.94,9
P43259,5.41,7.67,10
P43260,19.31,26.85,2
P43268,7.5,10.55,50
P43269,6.3,8.89,50
P43273,3.09,4.46,0
P43279,3.82,5.47,0
P43280,2.85,4.13,8
P43282,48.86,67.63,10
P43289,9.31,13.05,10
P43290,9.33,13.08,9
P43291,7.33,10.32,9
P43303,14.59,20.33,100
P43308,3.75,5.38,10
P43309,9.22,12.92,4
P43335,29.96,41.54,10
P43338,19.22,26.72,7
P43339,11.52,16.10,0
P43344,9.68,13.56,10
P43351,11.3,15.79,10
P43378,9.77,13.68,6
P43406,2.88,4.17,50
P43413,4.16,5.94,10
P43416,2.7,3.93,10
P43423,4.86,6.91,10
P43424,2.63,3.83,50
P43427,15.71,21.88,10
P43431,11.63,16.25,10
P43437,11.63,16.25,10
P43438,11.63,16.25,50
P43440,11.63,16.25,50
P43441,11.63,16.25,10
P43452,9.14,12.81,10
P43459,19.26,26.78,10
P43477,19.16,26.64,0
P43480,19.16,26.64,0
P43481,19.16,26.64,0
P43484,19.16,26.64,0
P43492,9.35,13.10,10
P43497,20.54,28.55,10
P43498,15.99,22.27,10
P43501,10.56,14.77,10
P43503,8.16,11.46,50
P43507,13.9,19.38,10
P43508,13.9,19.38,10
P43509,13.9,19.38,10
P43510,13.9,19.38,10
P43515,9.65,13.52,100
P43516,5.34,7.57,100
P43552,16.91,23.54,0
P43555,12.3,17.17,10
P43556,7.25,10.20,0
P43558,13.73,19.15,0
P43563,9.34,13.09,4
P43570,7.53,10.59,0
P43571,7.64,10.74,0
P43572,6.46,9.11,0
P43574,15.54,21.65,0
P43575,21.92,30.45,0
P43582,12.59,17.57,7
P43583,6.78,9.56,7
P43584,39.07,54.12,10
P43590,5.3,7.51,10
P43592,6.46,9.11,0
P43593,6.32,8.92,10
P43597,12.5,17.45,10
P43602,19.52,27.14,10
P43617,9.86,13.81,10
P43619,9.86,13.81,10
P43620,5.78,8.18,0
P43622,6.95,9.79,0
P43632,11.48,16.04,0
P43634,8.34,11.71,10
P43639,5.89,8.33,10
P43640,5.63,7.97,0
P43641,5.75,8.14,10
P43656,10.99,15.37,9
P43667,40.54,56.15,0
P43671,40.54,56.15,0
P43672,9.86,13.81,50
P43682,40.54,56.15,0
P43685,12.97,18.10,3
P43687,18.59,25.85,0
P43691,19.96,27.74,2
P43725,9.13,12.80,100
P43727,22.64,31.44,4
P43728,34.92,48.39,0
P43729,34.92,48.39,0
P43730,27.31,37.89,6
P43773,15.97,22.24,50
P43841,5.07,7.20,10
P43843,5.07,7.20,50
P43844,5.51,7.80,10
P43845,5.13,7.28,50
P43856,14.38,20.04,10
P43858,7.71,10.84,10
P43862,7.95,11.17,1
P43863,7.95,11.17,7
P43864,25.45,35.32,6
P43865,25.45,35.32,10
P43872,5.21,7.39,10
P43873,26.61,36.92,0
P43874,15.75,21.93,10
P43875,29.98,41.57,1
P43877,16.0,22.28,0
P43878,14.83,20.67,10
P43880,20.16,28.02,10
P43881,28.89,40.07,10
P43882,40.69,56.35,0
P43922,18.18,25.29,10
P43923,29.27,40.59,0
P43924,29.27,40.59,10
P43925,5.27,7.47,0
P43926,25.62,35.56,10
P43927,5.94,8.40,0
P43929,6.61,9.32,0
P43930,8.56,12.01,0
P43933,10.65,14.90,0
P43936,4.75,6.76,0
P43937,8.02,11.27,0
P43943,12.18,17.01,10
P43945,32.58,45.16,0
P43954,39.07,54.12,10
P43955,39.07,54.12,10
P43957,39.07,54.12,10
P43958,39.07,54.12,10
P43961,11.59,16.19,0
P43969,11.59,16.19,0
P43972,11.59,16.19,0
P43974,10.11,14.15,0
P43976,8.34,11.71,0
P43977,5.21,7.39,0
P43979,23.55,32.70,3
P43980,40.72,56.39,0
P43981,40.72,56.39,0
P43982,40.72,56.39,2
P43983,40.72,56.39,0
P43984,6.45,9.10,7
P43985,8.87,12.44,6
P43986,40.89,56.63,10
P43988,8.38,11.76,0
P43990,6.59,9.29,0
P43991,14.7,20.49,10
P43992,7.47,10.51,0
P43993,5.53,7.83,0
P43994,9.93,13.90,0
P44019,51.65,71.48,0
P44024,14.51,20.22,10
P44034,26.59,36.89,3
P44042,30.9,42.84,10
P44043,30.9,42.84,10
P44047,64.66,89.43,0
P44048,64.66,89.43,0
P44049,31.09,43.10,6
P44054,15.9,22.14,0
P44055,15.9,22.14,0
P44056,15.9,22.14,0
P44059,4.07,5.82,0
P44062,12.89,17.99,10
P44063,8.95,12.55,0
P44064,6.69,9.43,6
P44065,38.71,53.62,10
P44066,16.43,22.87,0
P44067,8.9,12.48,10
P44068,15.94,22.20,0
P44069,11.52,16.10,1
P44071,7.74,10.88,7
P44072,11.1,15.52,5
P44074,12.01,16.77,1
P44075,12.17,16.99,10
P44077,6.0,8.48,10
P44078,12.08,16.87,0
P44079,10.1,14.14,10
P44082,12.82,17.89,1
P44083,8.95,12.55,10
P44084,6.02,8.51,4
P44085,12.2,17.04,7
P44087,9.47,13.27,10
P44093,5.15,7.31,10
P44094,6.57,9.27,0
P44095,4.13,5.90,0
P44097,13.72,19.13,0
P44112,18.14,25.23,0
P44113,18.14,25.23,0
P44114,11.19,15.64,10
P44122,11.58,16.18,0
P44127,47.47,65.71,0
P44130,47.47,65.71,0
P44158,31.24,43.31,0
P44159,18.1,25.18,0
P44160,16.93,23.56,10
P44165,17.85,24.83,10
P44171,16.93,23.56,3
P44173,30.59,42.41,0
P44175,30.59,42.41,100
P44176,47.47,65.71,0
P44181,17.85,24.83,1
P44182,18.1,25.18,100
P44183,30.59,42.41,0
P44184,18.1,25.18,50
P44188,12.97,18.10,0
P44190,12.97,18.10,10
P44191,12.97,18.10,0
P44192,12.97,18.10,0
P44193,12.97,18.10,100
P44230,14.59,20.33,10
P44238,9.33,13.08,100
P44240,32.05,44.43,8
P44241,32.05,44.43,0
P44242,32.05,44.43,3
P44243,32.05,44.43,0
P44244,32.05,44.43,5
P44246,32.05,44.43,2
P44247,32.05,44.43,2
P44248,32.05,44.43,0
P44250,32.05,44.43,0
P44251,32.05,44.43,2
P44252,32.05,44.43,2
P44254,15.5,21.59,2
P44256,15.5,21.59,0
P44263,23.51,32.64,0
P44271,13.43,18.73,0
P44272,13.43,18.73,0
P44284,12.08,16.87,0
P44287,12.25,17.10,0
P44291,31.01,42.99,0
P44294,31.01,42.99,0
P44296,31.01,42.99,0
P44297,31.01,42.99,0
P44300,9.04,12.68,5
P44302,22.22,30.86,10
P44305,8.9,12.48,100
P44318,41.51,57.48,0
P44319,14.55,20.28,0
P44320,14.55,20.28,0
P44321,14.55,20.28,0
P44322,14.55,20.28,0
P44323,41.51,57.48,0
P44325,23.55,32.70,2
P44328,15.71,21.88,100
P44333,10.78,15.08,9
P44334,21.39,29.72,100
P44336,7.28,10.25,50
P44338,4.63,6.59,0
P44346,7.2,10.14,10
P44347,10.06,14.08,50
P44349,12.54,17.51,100
P44363,20.58,28.60,10
P44382,11.96,16.70,0
P44390,15.29,21.30,0
P44391,18.15,25.25,0
P44396,14.59,20.33,100
P44398,9.49,13.30,1
P44404,4.09,5.84,100
P44405,7.12,10.03,100
P44410,11.08,15.49,0
P44411,11.08,15.49,0
P44420,2.77,4.02,10
P44421,4.17,5.95,50
P44425,8.83,12.39,10
P44426,19.0,26.42,10
P44429,26.52,36.80,0
P44435,8.97,12.58,0
P44439,11.62,16.24,0
P44440,11.62,16.24,0
P44445,44.2,61.20,0
P44447,31.09,43.10,10
P44449,30.9,42.84,10
P44450,17.79,24.75,0
P44453,7.43,10.45,50
P44466,13.73,19.15,0
P44467,13.73,19.15,0
P44468,13.73,19.15,3
P44469,13.73,19.15,8
P44474,12.2,17.04,10
P44479,6.31,8.91,0
P44480,12.38,17.28,50
P44481,13.94,19.44,10
P44482,13.94,19.44,50
P44485,13.27,18.51,0
P44487,7.94,11.16,10
P44490,11.93,16.66,0
P44491,7.06,9.94,2
P44492,7.85,11.03,1
P44493,6.31,8.91,10
P44494,8.65,12.14,10
P44498,16.51,22.98,10
P44505,6.31,8.91,0
P44509,10.61,14.84,10
P44510,21.75,30.21,10
P44511,32.32,44.80,10
P44514,10.61,14.84,10
P44515,21.75,30.21,10
P44516,32.32,44.80,1
P44522,3.64,5.22,10
P44523,3.64,5.22,10
P44524,2.72,3.95,6
P44525,2.72,3.95,50
P44526,1.71,2.56,100
P44527,1.71,2.56,3
P44528,1.71,2.56,100
P44529,1.71,2.56,100
P44531,15.25,21.25,10
P44532,7.94,11.16,100
P44533,11.5,16.07,10
P44536,5.11,7.25,7
P44548,16.97,23.62,10
P44549,10.05,14.07,10
P44551,35.69,49.45,0
P44553,1.39,2.12,0
P44554,1.39,2.12,7
P44556,1.39,2.12,8
P44558,1.39,2.12,5
P44578,14.8,20.62,10
P44579,14.8,20.62,5
P44580,14.8,20.62,8
P44588,14.43,20.11,10
P44589,10.02,14.03,50
P44592,10.16,14.22,100
P44617,13.54,18.89,10
P44623,11.53,16.11,10
P44624,17.54,24.41,10
P44628,19.35,26.90,2
P44639,16.28,22.67,2
P44646,12.28,17.15,3
P44650,2.96,4.28,10
P44669,39.08,54.13,10
P44680,19.35,26.90,7
P44710,23.57,32.73,100
P44716,12.54,17.51,100
P44722,11.05,15.45,0
P44736,1.77,2.64,10
P44767,32.48,45.02,7
P44768,6.59,9.29,0
P44769,16.55,23.04,10
P44770,4.1,5.86,10
P44773,15.04,20.96,0
P44774,14.72,20.51,0
P44775,15.67,21.82,0
P44776,2.5,3.65,10
P44777,2.5,3.65,0
P44781,44.2,61.20,0
P44784,25.61,35.54,9
P44786,13.96,19.46,0
P44788,13.73,19.15,3
P44789,14.28,19.91,0
P44790,14.28,19.91,0
P44791,14.57,20.31,0
P44792,14.57,20.31,0
P44793,13.31,18.57,10
P44794,21.27,29.55,10
P44795,21.27,29.55,0
P44796,13.31,18.57,2
P44797,13.31,18.57,10
P44798,21.27,29.55,7
P44824,1.74,2.60,10
P44844,2.68,3.90,0
P44846,13.54,18.89,50
P44847,3.89,5.57,100
P44850,12.33,17.22,10
P44851,1.11,1.73,0
P44852,4.36,6.22,6
P44853,11.76,16.43,4
P44854,6.76,9.53,0
P44855,7.71,10.84,0
P44856,6.39,9.02,0
P44857,8.14,11.43,0
P44858,7.72,10.85,0
P44859,4.53,6.45,0
P44860,3.48,5.00,10
P44861,8.66,12.15,6
P44862,8.66,12.15,1
P44863,7.69,10.81,10
P44864,5.27,7.47,10
P44866,6.6,9.31,6
P44867,4.3,6.13,1
P44868,13.36,18.64,0
P44870,20.11,27.95,50
P44871,10.42,14.58,100
P44872,4.7,6.69,10
P44873,20.11,27.95,10
P44874,3.88,5.55,10
P44875,18.35,25.52,6
P44876,18.35,25.52,1
P44877,18.35,25.52,2
P44886,5.69,8.05,0
P44887,4.47,6.37,10
P44888,4.78,6.80,10
P44890,5.62,7.96,10
P44893,5.83,8.25,0
P44896,1.01,1.59,50
P44899,1.01,1.59,10
P44900,1.01,1.59,50
P44901,3.08,4.45,10
P44902,4.7,6.69,10
P44906,12.77,17.82,0
P44908,12.33,17.22,7
P44909,12.33,17.22,0
P44913,10.89,15.23,0
P44915,2.47,3.61,0
P44916,7.98,11.21,0
P44918,4.73,6.73,0
P44919,6.29,8.88,100
P44920,2.6,3.79,0
P44921,5.31,7.53,10
P44922,10.89,15.23,0
P44924,13.36,18.64,50
P44926,8.04,11.30,10
P44930,9.19,12.88,1
P44948,3.03,4.38,50
P44952,1.01,1.59,0
P44974,3.29,4.74,0
P44976,11.89,16.61,6
P44977,10.92,15.27,10
P44978,9.49,13.30,10
P44979,12.37,17.27,0
P44980,9.49,13.30,10
P44981,3.88,5.55,10
P44982,13.96,19.46,4
P44984,12.56,17.53,2
P44987,3.36,4.84,0
P44988,4.7,6.69,10
P44989,5.32,7.54,0
P44990,13.36,18.64,10
P44991,20.11,27.95,10
P44992,5.68,8.04,10
P44993,1.11,1.73,0
P44995,13.43,18.73,0
P44996,13.43,18.73,2
P44997,13.43,18.73,1
P44998,4.37,6.23,0
P45002,5.37,7.61,0
P45004,7.27,10.23,0
P45012,7.63,10.73,10
P45014,10.56,14.77,10
P45015,41.77,57.84,0
P45016,41.5,57.47,10
P45017,21.45,29.80,0
P45018,4.8,6.82,6
P45019,4.8,6.82,10
P45020,4.8,6.82,0
P45021,7.18,10.11,0
P45026,5.27,7.47,0
P45027,5.32,7.54,0
P45034,6.74,9.50,100
P45037,16.0,22.28,50
P45038,19.03,26.46,10
P45040,14.83,20.67,10
P45042,7.53,10.59,0
P45044,11.92,16.65,0
P45045,60.83,84.15,0
P45046,39.08,54.13,50
P45051,12.41,17.33,50
P45058,21.64,30.06,100
P45060,8.59,12.05,0
P45062,15.71,21.88,10
P45064,13.88,19.35,10
P45065,23.21,32.23,10
P45091,6.4,9.03,100
P45092,3.69,5.29,100
P45096,9.88,13.83,100
P45107,15.78,21.98,10
P45139,26.84,37.24,10
P45160,18.45,25.66,10
P45161,17.26,24.02,100
P45164,12.28,17.15,0
P45165,16.02,22.31,0
P45167,11.52,16.10,100
P45168,19.26,26.78,10
P45170,11.63,16.25,10
P45171,15.76,21.95,1
P45172,15.76,21.95,1
P45228,9.42,13.20,3
P45229,2.47,3.61,8
P45251,15.01,20.91,10
P45253,6.74,9.50,0
P45255,2.72,3.95,0
P45256,2.72,3.95,0
P45260,2.6,3.79,10
P45288,11.83,16.53,100
P45293,7.06,9.94,100
P45298,5.24,7.43,50
P45299,6.52,9.20,10
P45303,5.7,8.07,10
P45318,16.54,23.03,0
P45367,11.15,15.59,0
P45368,16.06,22.36,0
P45372,14.41,20.09,10
P45378,4.12,5.89,2
P45382,2.48,3.62,1
P45394,21.27,29.55,0
P45395,13.31,18.57,10
P45396,21.27,29.55,1
P45397,21.27,29.55,0
P45398,21.27,29.55,0
P45399,13.31,18.57,10
P45400,13.31,18.57,10
P45401,21.27,29.55,0
P45402,13.31,18.57,10
P45403,13.31,18.57,10
P45404,13.01,18.15,1
P45410,13.54,18.89,10
P45411,17.96,24.98,10
P45415,12.56,17.53,3
P45416,13.96,19.46,1
P45417,13.96,19.46,5
P45418,12.37,17.27,2
P45426,10.92,15.27,0
P45449,1.77,2.64,10
P45450,1.77,2.64,10
P45454,1.81,2.70,10
P45455,2.13,3.14,2
P45456,3.58,5.14,0
P45457,3.87,5.54,8
P45458,2.63,3.83,4
P45459,1.54,2.33,10
P45460,2.17,3.19,10
P45463,14.42,20.10,100
P45464,6.2,8.76,10
P45465,12.41,17.33,10
P45492,13.98,19.49,100
P45496,12.14,16.95,2
P45497,12.14,16.95,10
P45500,26.19,36.34,0
P45502,26.19,36.34,0
P45505,12.4,17.31,2
P45506,13.8,19.24,10
P45512,28.18,39.09,3
P45514,14.59,20.33,100
P45515,11.39,15.92,100
P45525,18.56,25.81,0
P45527,9.68,13.56,0
P45533,12.99,18.13,10
P45535,6.55,9.24,8
P45536,24.01,33.33,50
P45538,4.28,6.11,100
P45540,28.89,40.07,6
P45549,19.77,27.48,10
P45550,16.91,23.54,0
P45551,16.91,23.54,2
P45552,16.91,23.54,0
P45553,16.91,23.54,0
P45564,22.01,30.57,100
P45565,11.93,16.66,100
P45576,19.17,26.65,1
P45577,19.17,26.65,0
P45578,19.31,26.85,4
P45579,19.31,26.85,3
P45580,12.71,17.74,2
P45586,10.59,14.81,2
P45587,10.59,14.81,1
P45588,10.59,14.81,8
P45589,10.59,14.81,2
P45590,10.59,14.81,2
P45591,10.59,14.81,4
P45592,15.33,21.36,10
P45595,27.74,38.48,5
P45600,47.98,66.41,4
P45601,27.74,38.48,10
P45602,47.98,66.41,0
P45603,47.98,66.41,0
P45604,49.37,68.33,50
P45606,49.53,68.55,8
P45608,14.42,20.10,100
P45610,12.14,16.95,9
P45611,12.14,16.95,2
P45613,11.23,15.70,0
P45614,9.04,12.68,1
P45631,15.7,21.87,0
P45632,23.74,32.96,7
P45634,26.85,37.25,0
P45636,26.85,37.25,0
P45637,14.89,20.75,2
P45638,14.89,20.75,10
P45639,41.51,57.48,0
P45640,23.74,32.96,10
P45641,11.0,15.38,50
P45671,13.02,18.17,10
P45673,13.79,19.23,10
P45676,17.78,24.74,10
P45678,9.34,13.09,10
P45679,9.34,13.09,10
P45680,14.59,20.33,10
P45682,14.59,20.33,10
P45707,6.87,9.68,10
P45709,20.41,28.37,10
P45717,16.61,23.12,10
P45718,9.5,13.31,10
P45719,6.17,8.71,9
P45720,11.25,15.72,10
P45721,6.0,8.48,10
P45722,2.5,3.65,100
P45723,9.3,13.03,5
P45724,13.57,18.93,10
P45725,13.89,19.37,10
P45726,15.04,20.96,10
P45734,32.93,45.64,50
P45735,29.59,41.03,10
P45736,15.72,21.89,50
P45744,5.99,8.47,0
P45745,7.87,11.06,6
P45746,9.99,13.99,10
P45750,7.3,10.27,100
P45751,7.3,10.27,50
P45752,19.12,26.59,0
P45753,19.12,26.59,10
P45754,19.74,27.44,5
P45755,19.74,27.44,0
P45756,15.01,20.91,0
P45757,15.01,20.91,1
P45758,24.28,33.71,0
P45767,15.52,21.62,0
P45768,15.52,21.62,10
P45769,15.52,21.62,1
P45770,15.52,21.62,10
P45771,15.52,21.62,10
P45772,15.52,21.62,9
P45794,22.15,30.77,0
P45796,22.64,31.44,0
P45805,29.47,40.87,10
P45811,30.9,42.84,0
P45813,6.98,9.83,100
P45818,3.09,4.46,10
P45831,40.54,56.15,4
P45832,10.93,15.28,1
P45834,4.8,6.82,10
P45835,1.01,1.59,50
P45836,1.01,1.59,10
P45842,7.94,11.16,0
P45845,16.18,22.53,0
P45847,17.58,24.46,0
P45850,15.27,21.27,0
P45851,13.31,18.57,10
P45852,15.27,21.27,0
P45867,13.89,19.37,0
P45868,23.66,32.85,2
P45869,49.53,68.55,2
P45870,13.89,19.37,0
P45871,23.66,32.85,10
P45898,20.33,28.26,50
P45900,44.2,61.20,0
P45901,31.09,43.10,0
P45902,31.09,43.10,0
P45903,37.13,51.44,0
P45913,15.01,20.91,10
P45919,20.05,27.87,8
P45926,13.27,18.51,10
P45953,9.68,13.56,0
P45954,5.37,7.61,10
P45956,14.47,20.17,10
P45957,10.16,14.22,0
P45958,8.1,11.38,0
P45959,3.7,5.31,0
P45960,4.7,6.69,0
P45962,4.7,6.69,0
P45963,11.58,16.18,10
P45964,11.58,16.18,0
P45965,29.24,40.55,10
P45966,4.66,6.63,2
P45967,6.03,8.52,5
P45968,11.58,16.18,10
P45969,11.23,15.70,2
P45970,11.23,15.70,3
P45971,11.23,15.70,2
P45972,15.42,21.48,3
P45973,15.42,21.48,0
P45974,15.42,21.48,0
P45975,30.23,41.92,0
P45976,30.23,41.92,0
P45977,30.23,41.92,0
P45978,6.53,9.21,0
P45979,7.37,10.37,0
P45980,7.37,10.37,0
P45987,9.06,12.70,0
P45988,9.06,12.70,0
P45993,29.24,40.55,0
P46009,32.12,44.53,5
P46010,32.12,44.53,0
P46011,32.12,44.53,2
P46015,22.32,31.00,10
P46016,22.32,31.00,10
P46017,22.32,31.00,0
P46018,22.32,31.00,0
P46019,9.46,13.25,10
P46020,9.46,13.25,3
P46021,20.91,29.06,0
P46022,9.46,13.25,0
P46025,41.51,57.48,8
P46026,12.41,17.33,50
P46027,12.41,17.33,50
P46028,30.91,42.86,10
P46029,30.91,42.86,10
P46030,30.91,42.86,10
P46031,30.91,42.86,10
P46032,33.72,46.73,0
P46033,33.72,46.73,100
P46034,33.72,46.73,8
P46035,33.72,46.73,0
P46036,33.72,46.73,50
P46037,33.72,46.73,6
P46038,33.72,46.73,10
P46039,33.72,46.73,8
P46040,33.72,46.73,10
P46041,33.72,46.73,10
P46042,19.74,27.44,0
P46047,10.99,15.37,50
P46048,13.43,18.73,10
P46049,13.43,18.73,0
P46050,11.63,16.25,100
P46051,11.63,16.25,100
P46052,11.63,16.25,100
P46053,11.63,16.25,10
P46054,11.63,16.25,0
P46055,11.63,16.25,10
P46056,11.63,16.25,0
P46058,20.11,27.95,6
P46059,7.67,10.78,1
P46060,2.76,4.01,0
P46061,3.39,4.88,0
P46062,3.39,4.88,0
P46063,4.8,6.82,10
P46064,3.88,5.55,10
P46065,12.77,17.82,0
P46066,1.11,1.73,10
P46069,12.28,17.15,0
P46074,12.1,16.90,10
P46077,13.94,19.44,3
P46078,6.9,9.72,5
P46079,14.48,20.18,10
P46084,8.74,12.26,10
P46085,7.94,11.16,50
P46086,49.53,68.55,7
P46087,16.04,22.34,0
P46088,21.18,29.43,50
P46097,13.26,18.50,10
P46102,13.9,19.38,10
P46103,13.9,19.38,4
P46113,17.44,24.27,8
P46114,38.36,53.14,4
P46115,9.32,13.06,2
P46116,8.39,11.78,10
P46117,14.21,19.81,7
P46118,14.21,19.81,0
P46119,14.21,19.81,6
P46120,13.92,19.41,50
P46121,13.92,19.41,100
P46122,13.92,19.41,0
P46123,13.92,19.41,50
P46124,13.92,19.41,10
P46125,13.92,19.41,10
P46126,13.92,19.41,10
P46129,18.5,25.73,50
P46130,18.5,25.73,10
P46131,18.5,25.73,10
P46132,18.5,25.73,0
P46147,23.76,32.99,0
P46148,21.33,29.64,0
P46149,8.73,12.25,50
P46153,18.5,25.73,0
P46154,18.5,25.73,0
P46156,18.5,25.73,10
P46160,13.92,19.41,100
P46162,13.92,19.41,50
P46163,13.92,19.41,100
P46165,12.91,18.02,10
P46166,12.91,18.02,50
P46167,12.91,18.02,0
P46168,12.91,18.02,10
P46169,12.91,18.02,50
P46172,25.45,35.32,0
P46174,16.16,22.50,0
P46181,7.86,11.05,10
P46182,10.45,14.62,100
P46183,7.65,10.76,0
P46185,10.17,14.23,0
P46188,19.84,27.58,0
P46190,4.64,6.60,10
P46191,9.72,13.61,10
P46192,14.89,20.75,0
P46196,11.63,16.25,100
P46197,11.63,16.25,100
P46198,11.63,16.25,100
P46199,11.63,16.25,100
P46216,11.61,16.22,0
P46218,10.34,14.47,0
P46219,7.14,10.05,0
P46220,23.87,33.14,0
P46221,33.06,45.82,9
P46222,8.13,11.42,100
P46227,12.71,17.74,3
P46229,10.19,14.26,10
P46230,10.19,14.26,5
P46231,10.19,14.26,9
P46240,11.63,16.25,0
P46286,10.66,14.91,50
P46289,11.6,16.21,0
P46290,11.6,16.21,0
P46292,20.98,29.15,0
P46293,20.98,29.15,2
P46294,20.98,29.15,0
P46295,20.98,29.15,0
P46296,20.98,29.15,0
P46306,16.58,23.08,0
P46312,15.72,21.89,10
P46317,11.32,15.82,6
P46324,8.27,11.61,2
P46325,11.42,15.96,4
P46326,11.42,15.96,2
P46327,11.42,15.96,5
P46328,13.96,19.46,10
P46329,10.7,14.97,0
P46330,16.08,22.39,0
P46331,16.08,22.39,0
P46332,16.08,22.39,0
P46333,16.08,22.39,0
P46334,16.08,22.39,0
P46335,16.08,22.39,0
P46336,20.41,28.37,10
P46337,44.98,62.27,5
P46341,8.05,11.31,0
P46356,5.94,8.40,10
P46357,7.5,10.55,0
P46358,4.95,7.03,10
P46360,1.23,1.90,10
P46361,13.34,18.61,0
P46363,8.85,12.41,6
P46364,8.85,12.41,1
P46365,8.85,12.41,3
P46367,13.6,18.97,2
P46368,1.01,1.59,10
P46370,7.27,10.23,0
P46373,11.29,15.78,8
P46374,13.34,18.61,6
P46381,23.55,32.70,0
P46382,16.18,22.53,0
P46384,16.18,22.53,0
P46385,16.18,22.53,0
P46389,14.57,20.31,0
P46390,14.57,20.31,0
P46391,14.57,20.31,0
P46392,9.73,13.63,2
P46394,7.08,9.97,10
P46396,20.34,28.27,100
P46397,20.34,28.27,100
P46398,20.34,28.27,100
P46399,8.67,12.16,10
P46400,8.67,12.16,10
P46402,30.23,41.92,2
P46403,15.42,21.48,3
P46406,17.86,24.85,10
P46412,7.81,10.98,10
P46413,11.49,16.06,8
P46414,21.27,29.55,1
P46415,13.31,18.57,10
P46416,15.4,21.45,9
P46433,12.81,17.88,0
P46458,19.74,27.44,3
P46459,19.74,27.44,2
P46486,30.85,42.77,3
P46487,35.3,48.91,0
P46488,35.3,48.91,0
P46489,30.85,42.77,4
P46490,30.85,42.77,4
P46492,30.85,42.77,0
P46495,16.75,23.32,6
P46496,16.75,23.32,9
P46498,16.75,23.32,9
P46503,15.69,21.85,10
P46506,15.69,21.85,10
P46507,23.66,32.85,1
P46508,32.48,45.02,3
P46509,5.41,7.67,10
P46513,9.68,13.56,10
P46514,4.65,6.62,10
P46520,32.81,45.48,3
P46526,10.18,14.25,1
P46531,11.42,15.96,10
P46555,15.72,21.89,10
P46556,15.72,21.89,0
P46557,15.72,21.89,10
P46558,22.76,31.61,6
P46559,33.48,46.40,1
P46563,7.2,10.14,50
P46564,16.42,22.86,0
P46576,16.16,22.50,0
P46577,16.16,22.50,0
P46582,9.73,13.63,2
P46585,5.61,7.94,0
P46586,8.79,12.33,6
P46587,17.38,24.18,10
P46589,41.95,58.09,2
P46593,41.95,58.09,7
P46594,18.64,25.92,0
P46595,41.95,58.09,2
P46596,5.83,8.25,3
P46597,18.5,25.73,9
P46598,5.83,8.25,2
P46600,9.19,12.88,0
P46601,17.69,24.61,0
P46602,14.21,19.81,10
P46603,14.21,19.81,10
P46607,1.11,1.73,0
P46608,2.76,4.01,0
P46609,8.25,11.59,10
P46610,8.25,11.59,10
P46611,11.06,15.46,10
P46612,11.06,15.46,0
P46613,3.08,4.45,8
P46634,8.86,12.43,100
P46637,12.77,17.82,0
P46639,12.77,17.82,0
P46640,12.77,17.82,0
P46641,4.62,6.58,10
P46642,20.93,29.08,4
P46643,1.59,2.39,50
P46644,5.61,7.94,3
P46645,2.22,3.26,10
P46646,23.74,32.96,0
P46647,36.46,50.51,10
P46648,30.85,42.77,10
P46649,6.88,9.69,0
P46653,7.69,10.81,100
P46654,7.69,10.81,50
P46655,7.69,10.81,50
P46656,14.42,20.10,0
P46657,14.42,20.10,0
P46658,14.42,20.10,10
P46672,15.01,20.91,5
P46673,15.01,20.91,10
P46674,14.36,20.02,2
P46675,14.36,20.02,2
P46676,14.36,20.02,10
P46677,14.36,20.02,6
P46678,14.36,20.02,4
P46679,19.74,27.44,8
P46682,27.87,38.66,50
P46686,27.87,38.66,50
P46687,27.87,38.66,50
P46689,14.32,19.96,3
P46690,23.55,32.70,1
P46691,11.42,15.96,4
P46692,18.31,25.47,0
P46693,18.31,25.47,10
P46694,7.57,10.65,10
P46695,17.39,24.20,10
P46729,22.05,30.63,10
P46734,16.98,23.63,0
P46736,6.1,8.62,10
P46737,13.33,18.60,0
P46740,16.66,23.19,10
P46741,30.59,42.41,10
P46742,30.59,42.41,10
P46743,30.59,42.41,10
P46746,15.72,21.89,0
P46747,15.34,21.37,100
